,NObeyesdad
5794,1
5795,3
5796,6
5797,1
5798,5
5799,4
5800,3
5801,4
5802,6
5803,0
5804,2
5805,6
5806,6
5807,3
5808,6
5809,1
5810,1
5811,1
5812,4
5813,5
5814,4
5815,4
5816,2
5817,3
5818,0
5819,1
5820,0
5821,4
5822,0
5823,5
5824,3
5825,5
5826,2
5827,4
5828,3
5829,6
5830,1
5831,5
5832,1
5833,6
5834,1
5835,2
5836,0
5837,4
5838,5
5839,6
5840,2
5841,2
5842,6
5843,1
5844,1
5845,1
5846,6
5847,1
5848,0
5849,6
5850,3
5851,6
5852,6
5853,1
5854,5
5855,0
5856,5
5857,6
5858,4
5859,2
5860,2
5861,4
5862,6
5863,0
5864,3
5865,1
5866,6
5867,4
5868,1
5869,3
5870,6
5871,6
5872,0
5873,5
5874,6
5875,3
5876,1
5877,4
5878,1
5879,3
5880,2
5881,3
5882,3
5883,0
5884,6
5885,5
5886,6
5887,0
5888,3
5889,0
5890,0
5891,1
5892,4
5893,2
5894,1
5895,1
5896,1
5897,3
5898,6
5899,4
5900,6
5901,0
5902,3
5903,1
5904,2
5905,0
5906,5
5907,5
5908,1
5909,5
5910,3
5911,2
5912,5
5913,1
5914,0
5915,5
5916,2
5917,0
5918,4
5919,5
5920,3
5921,0
5922,4
5923,1
5924,3
5925,1
5926,1
5927,1
5928,3
5929,2
5930,4
5931,6
5932,2
5933,6
5934,6
5935,2
5936,6
5937,5
5938,6
5939,6
5940,3
5941,1
5942,1
5943,2
5944,3
5945,1
5946,4
5947,1
5948,5
5949,1
5950,3
5951,0
5952,1
5953,3
5954,3
5955,6
5956,0
5957,1
5958,5
5959,5
5960,0
5961,6
5962,3
5963,5
5964,0
5965,0
5966,5
5967,4
5968,6
5969,3
5970,1
5971,1
5972,3
5973,0
5974,6
5975,1
5976,0
5977,5
5978,6
5979,5
5980,4
5981,2
5982,2
5983,0
5984,5
5985,4
5986,5
5987,1
5988,3
5989,5
5990,5
5991,2
5992,2
5993,5
5994,3
5995,6
5996,3
5997,4
5998,6
5999,6
6000,2
6001,3
6002,5
6003,3
6004,2
6005,1
6006,6
6007,0
6008,3
6009,6
6010,3
6011,0
6012,4
6013,5
6014,1
6015,2
6016,6
6017,4
6018,5
6019,1
6020,3
6021,4
6022,2
6023,5
6024,3
6025,0
6026,4
6027,5
6028,4
6029,3
6030,5
6031,5
6032,1
6033,4
6034,1
6035,5
6036,1
6037,5
6038,3
6039,0
6040,3
6041,6
6042,6
6043,6
6044,6
6045,0
6046,6
6047,6
6048,3
6049,3
6050,1
6051,0
6052,2
6053,4
6054,5
6055,2
6056,2
6057,3
6058,1
6059,5
6060,1
6061,0
6062,4
6063,4
6064,6
6065,0
6066,0
6067,6
6068,6
6069,5
6070,6
6071,3
6072,1
6073,6
6074,4
6075,1
6076,3
6077,0
6078,0
6079,6
6080,5
6081,3
6082,6
6083,4
6084,1
6085,6
6086,2
6087,1
6088,4
6089,5
6090,5
6091,2
6092,4
6093,6
6094,0
6095,3
6096,5
6097,6
6098,0
6099,6
6100,4
6101,3
6102,1
6103,6
6104,6
6105,3
6106,3
6107,4
6108,4
6109,3
6110,2
6111,1
6112,5
6113,1
6114,5
6115,3
6116,0
6117,5
6118,1
6119,3
6120,3
6121,0
6122,4
6123,3
6124,5
6125,5
6126,1
6127,1
6128,1
6129,3
6130,2
6131,1
6132,6
6133,3
6134,3
6135,1
6136,6
6137,6
6138,1
6139,5
6140,6
6141,5
6142,4
6143,5
6144,4
6145,3
6146,5
6147,6
6148,5
6149,1
6150,6
6151,6
6152,4
6153,0
6154,4
6155,0
6156,6
6157,3
6158,6
6159,1
6160,6
6161,3
6162,4
6163,0
6164,2
6165,6
6166,3
6167,5
6168,0
6169,0
6170,5
6171,3
6172,4
6173,6
6174,2
6175,0
6176,4
6177,6
6178,0
6179,6
6180,6
6181,3
6182,0
6183,5
6184,4
6185,2
6186,4
6187,0
6188,5
6189,6
6190,1
6191,0
6192,2
6193,5
6194,0
6195,0
6196,0
6197,6
6198,0
6199,3
6200,5
6201,3
6202,6
6203,5
6204,2
6205,4
6206,5
6207,6
6208,2
6209,5
6210,6
6211,3
6212,4
6213,2
6214,2
6215,6
6216,3
6217,6
6218,3
6219,6
6220,5
6221,5
6222,6
6223,0
6224,2
6225,3
6226,3
6227,3
6228,2
6229,5
6230,1
6231,6
6232,4
6233,3
6234,1
6235,3
6236,1
6237,6
6238,4
6239,5
6240,0
6241,1
6242,4
6243,5
6244,6
6245,0
6246,4
6247,4
6248,0
6249,1
6250,0
6251,4
6252,5
6253,1
6254,5
6255,4
6256,2
6257,4
6258,4
6259,6
6260,1
6261,0
6262,6
6263,2
6264,6
6265,5
6266,4
6267,6
6268,4
6269,1
6270,3
6271,4
6272,6
6273,1
6274,1
6275,3
6276,3
6277,6
6278,0
6279,5
6280,3
6281,2
6282,4
6283,4
6284,4
6285,6
6286,1
6287,3
6288,1
6289,5
6290,6
6291,1
6292,2
6293,6
6294,6
6295,6
6296,6
6297,4
6298,4
6299,6
6300,6
6301,6
6302,4
6303,2
6304,5
6305,1
6306,6
6307,6
6308,0
6309,5
6310,6
6311,0
6312,2
6313,1
6314,1
6315,4
6316,3
6317,4
6318,4
6319,6
6320,1
6321,5
6322,0
6323,2
6324,5
6325,5
6326,2
6327,1
6328,0
6329,5
6330,5
6331,5
6332,3
6333,5
6334,6
6335,0
6336,5
6337,2
6338,3
6339,6
6340,1
6341,6
6342,1
6343,6
6344,5
6345,5
6346,4
6347,5
6348,6
6349,0
6350,2
6351,1
6352,0
6353,6
6354,3
6355,4
6356,6
6357,3
6358,5
6359,6
6360,6
6361,2
6362,5
6363,6
6364,6
6365,4
6366,0
6367,4
6368,2
6369,1
6370,1
6371,1
6372,0
6373,2
6374,2
6375,5
6376,0
6377,4
6378,5
6379,6
6380,2
6381,1
6382,4
6383,5
6384,5
6385,1
6386,5
6387,0
6388,0
6389,0
6390,5
6391,1
6392,4
6393,5
6394,2
6395,5
6396,5
6397,5
6398,6
6399,5
6400,5
6401,4
6402,3
6403,2
6404,5
6405,6
6406,6
6407,2
6408,6
6409,1
6410,5
6411,3
6412,4
6413,1
6414,5
6415,2
6416,5
6417,4
6418,6
6419,4
6420,1
6421,2
6422,6
6423,0
6424,6
6425,4
6426,6
6427,6
6428,4
6429,0
6430,1
6431,1
6432,2
6433,3
6434,6
6435,3
6436,1
6437,5
6438,1
6439,2
6440,0
6441,1
6442,3
6443,4
6444,3
6445,6
6446,6
6447,0
6448,6
6449,5
6450,4
6451,3
6452,3
6453,4
6454,5
6455,0
6456,4
6457,6
6458,4
6459,3
6460,6
6461,1
6462,0
6463,1
6464,0
6465,0
6466,1
6467,1
6468,5
6469,1
6470,6
6471,6
6472,6
6473,3
6474,0
6475,5
6476,0
6477,1
6478,4
6479,1
6480,6
6481,0
6482,4
6483,3
6484,4
6485,5
6486,6
6487,6
6488,4
6489,0
6490,4
6491,6
6492,4
6493,5
6494,1
6495,5
6496,0
6497,4
6498,1
6499,1
6500,6
6501,2
6502,5
6503,0
6504,6
6505,5
6506,4
6507,5
6508,4
6509,1
6510,5
6511,1
6512,4
6513,4
6514,2
6515,3
6516,4
6517,1
6518,6
6519,1
6520,6
6521,0
6522,2
6523,5
6524,2
6525,4
6526,5
6527,4
6528,5
6529,4
6530,5
6531,3
6532,4
6533,1
6534,3
6535,6
6536,3
6537,4
6538,0
6539,1
6540,5
6541,1
6542,4
6543,6
6544,2
6545,4
6546,5
6547,4
6548,1
6549,5
6550,4
6551,0
6552,5
6553,6
6554,0
6555,4
6556,3
6557,5
6558,4
6559,6
6560,2
6561,3
6562,5
6563,3
6564,3
6565,5
6566,2
6567,6
6568,6
6569,4
6570,0
6571,2
6572,2
6573,4
6574,3
6575,1
6576,4
6577,6
6578,6
6579,6
6580,3
6581,2
6582,3
6583,5
6584,1
6585,5
6586,2
6587,3
6588,4
6589,3
6590,5
6591,1
6592,4
6593,6
6594,4
6595,1
6596,5
6597,3
6598,6
6599,4
6600,0
6601,1
6602,3
6603,1
6604,6
6605,6
6606,2
6607,3
6608,6
6609,5
6610,2
6611,3
6612,1
6613,1
6614,6
6615,1
6616,4
6617,5
6618,6
6619,0
6620,4
6621,6
6622,3
6623,6
6624,4
6625,3
6626,4
6627,6
6628,2
6629,5
6630,0
6631,3
6632,6
6633,4
6634,4
6635,0
6636,3
6637,4
6638,0
6639,4
6640,4
6641,6
6642,3
6643,6
6644,5
6645,1
6646,1
6647,3
6648,1
6649,0
6650,2
6651,3
6652,2
6653,1
6654,4
6655,3
6656,2
6657,5
6658,3
6659,4
6660,1
6661,3
6662,5
6663,4
6664,4
6665,5
6666,2
6667,3
6668,2
6669,6
6670,0
6671,6
6672,3
6673,3
6674,6
6675,4
6676,1
6677,2
6678,6
6679,2
6680,6
6681,0
6682,4
6683,4
6684,1
6685,0
6686,4
6687,4
6688,4
6689,2
6690,1
6691,5
6692,1
6693,5
6694,6
6695,5
6696,2
6697,3
6698,5
6699,1
6700,0
6701,3
6702,5
6703,2
6704,4
6705,0
6706,6
6707,6
6708,6
6709,6
6710,2
6711,4
6712,3
6713,1
6714,2
6715,3
6716,2
6717,1
6718,5
6719,2
6720,5
6721,6
6722,0
6723,4
6724,3
6725,1
6726,2
6727,5
6728,6
6729,6
6730,1
6731,4
6732,5
6733,0
6734,4
6735,5
6736,0
6737,4
6738,5
6739,3
6740,0
6741,0
6742,4
6743,1
6744,6
6745,2
6746,5
6747,0
6748,3
6749,3
6750,2
6751,1
6752,2
6753,6
6754,1
6755,3
6756,6
6757,0
6758,1
6759,2
6760,5
6761,1
6762,5
6763,5
6764,1
6765,2
6766,0
6767,6
6768,6
6769,4
6770,2
6771,3
6772,1
6773,3
6774,4
6775,1
6776,4
6777,0
6778,5
6779,6
6780,6
6781,4
6782,6
6783,6
6784,6
6785,6
6786,4
6787,1
6788,5
6789,1
6790,3
6791,6
6792,1
6793,4
6794,6
6795,2
6796,6
6797,4
6798,1
6799,6
6800,6
6801,5
6802,6
6803,3
6804,4
6805,6
6806,0
6807,3
6808,2
6809,4
6810,0
6811,4
6812,3
6813,1
6814,2
6815,0
6816,4
6817,0
6818,0
6819,1
6820,2
6821,6
6822,1
6823,5
6824,5
6825,0
6826,0
6827,3
6828,4
6829,2
6830,6
6831,6
6832,2
6833,0
6834,1
6835,0
6836,1
6837,1
6838,5
6839,5
6840,0
6841,1
6842,2
6843,6
6844,2
6845,2
6846,1
6847,0
6848,0
6849,2
6850,4
6851,2
6852,4
6853,6
6854,5
6855,6
6856,6
6857,5
6858,2
6859,1
6860,0
6861,4
6862,3
6863,1
6864,6
6865,5
6866,3
6867,2
6868,6
6869,5
6870,0
6871,0
6872,5
6873,6
6874,4
6875,6
6876,1
6877,6
6878,6
6879,2
6880,4
6881,1
6882,6
6883,0
6884,2
6885,0
6886,4
6887,1
6888,3
6889,5
6890,3
6891,4
6892,3
6893,5
6894,5
6895,5
6896,1
6897,4
6898,6
6899,1
6900,3
6901,4
6902,1
6903,4
6904,2
6905,2
6906,2
6907,0
6908,6
6909,1
6910,3
6911,0
6912,0
6913,0
6914,0
6915,1
6916,3
6917,5
6918,2
6919,2
6920,1
6921,4
6922,6
6923,6
6924,6
6925,5
6926,5
6927,5
6928,1
6929,2
6930,6
6931,6
6932,2
6933,4
6934,1
6935,2
6936,1
6937,6
6938,0
6939,6
6940,5
6941,1
6942,3
6943,1
6944,2
6945,5
6946,6
6947,2
6948,1
6949,6
6950,3
6951,4
6952,0
6953,3
6954,3
6955,2
6956,1
6957,6
6958,0
6959,1
6960,2
6961,6
6962,0
6963,4
6964,3
6965,4
6966,6
6967,6
6968,2
6969,6
6970,0
6971,0
6972,6
6973,6
6974,5
6975,2
6976,4
6977,3
6978,2
6979,1
6980,1
6981,5
6982,2
6983,1
6984,3
6985,2
6986,1
6987,4
6988,4
6989,5
6990,0
6991,6
6992,1
6993,3
6994,3
6995,1
6996,5
6997,2
6998,3
6999,0
7000,3
7001,3
7002,4
7003,1
7004,6
7005,2
7006,0
7007,1
7008,5
7009,5
7010,6
7011,5
7012,5
7013,0
7014,2
7015,6
7016,0
7017,0
7018,6
7019,4
7020,1
7021,0
7022,1
7023,4
7024,5
7025,4
7026,0
7027,3
7028,1
7029,6
7030,0
7031,1
7032,5
7033,6
7034,4
7035,3
7036,2
7037,0
7038,5
7039,6
7040,5
7041,1
7042,1
7043,5
7044,6
7045,1
7046,1
7047,1
7048,2
7049,6
7050,0
7051,6
7052,3
7053,6
7054,1
7055,0
7056,1
7057,5
7058,0
7059,0
7060,1
7061,0
7062,6
7063,6
7064,5
7065,3
7066,4
7067,0
7068,2
7069,1
7070,2
7071,3
7072,1
7073,2
7074,3
7075,0
7076,6
7077,0
7078,6
7079,6
7080,4
7081,6
7082,5
7083,6
7084,6
7085,6
7086,5
7087,6
7088,0
7089,4
7090,4
7091,6
7092,1
7093,6
7094,1
7095,0
7096,4
7097,0
7098,2
7099,4
7100,4
7101,2
7102,1
7103,2
7104,2
7105,2
7106,2
7107,2
7108,0
7109,6
7110,2
7111,4
7112,4
7113,1
7114,3
7115,0
7116,3
7117,6
7118,1
7119,6
7120,6
7121,1
7122,2
7123,3
7124,5
7125,2
7126,1
7127,5
7128,3
7129,0
7130,1
7131,4
7132,6
7133,0
7134,0
7135,5
7136,5
7137,6
7138,2
7139,3
7140,4
7141,1
7142,3
7143,5
7144,5
7145,0
7146,4
7147,5
7148,6
7149,0
7150,5
7151,1
7152,6
7153,1
7154,2
7155,4
7156,0
7157,2
7158,0
7159,5
7160,0
7161,1
7162,4
7163,4
7164,3
7165,6
7166,2
7167,0
7168,0
7169,3
7170,5
7171,2
7172,1
7173,6
7174,2
7175,5
7176,4
7177,3
7178,6
7179,4
7180,4
7181,2
7182,4
7183,2
7184,2
7185,4
7186,1
7187,0
7188,3
7189,2
7190,3
7191,6
7192,5
7193,0
7194,0
7195,0
7196,0
7197,1
7198,1
7199,6
7200,4
7201,4
7202,5
7203,4
7204,3
7205,5
7206,3
7207,4
7208,5
7209,2
7210,2
7211,4
7212,3
7213,4
7214,1
7215,5
7216,5
7217,5
7218,2
7219,6
7220,0
7221,3
7222,6
7223,6
7224,2
7225,3
7226,5
7227,0
7228,2
7229,4
7230,2
7231,0
7232,5
7233,4
7234,5
7235,3
7236,1
7237,4
7238,0
7239,6
7240,5
7241,5
7242,2
7243,1
7244,1
7245,3
7246,3
7247,3
7248,4
7249,6
7250,3
7251,6
7252,2
7253,1
7254,6
7255,1
7256,1
7257,6
7258,4
7259,4
7260,2
7261,4
7262,6
7263,6
7264,0
7265,5
7266,0
7267,1
7268,6
7269,0
7270,6
7271,3
7272,4
7273,2
7274,1
7275,1
7276,2
7277,4
7278,2
7279,6
7280,1
7281,6
7282,3
7283,5
7284,1
7285,2
7286,6
7287,5
7288,6
7289,1
7290,3
7291,4
7292,3
7293,5
7294,1
7295,2
7296,2
7297,5
7298,4
7299,5
7300,6
7301,6
7302,5
7303,1
7304,2
7305,4
7306,3
7307,1
7308,0
7309,2
7310,6
7311,4
7312,1
7313,3
7314,2
7315,4
7316,5
7317,3
7318,5
7319,1
7320,5
7321,6
7322,1
7323,4
7324,4
7325,2
7326,3
7327,2
7328,1
7329,5
7330,5
7331,3
7332,6
7333,2
7334,6
7335,4
7336,0
7337,2
7338,0
7339,6
7340,1
7341,1
7342,0
7343,4
7344,5
7345,0
7346,1
7347,2
7348,6
7349,4
7350,2
7351,6
7352,2
7353,3
7354,1
7355,3
7356,6
7357,6
7358,0
7359,5
7360,4
7361,2
7362,2
7363,3
7364,5
7365,3
7366,4
7367,0
7368,1
7369,5
7370,1
7371,5
7372,3
7373,4
7374,2
7375,3
7376,6
7377,2
7378,0
7379,4
7380,0
7381,2
7382,6
7383,0
7384,1
7385,1
7386,5
7387,4
7388,4
7389,0
7390,6
7391,2
7392,3
7393,0
7394,1
7395,4
7396,3
7397,5
7398,6
7399,6
7400,2
7401,6
7402,3
7403,2
7404,2
7405,6
7406,1
7407,1
7408,2
7409,6
7410,6
7411,5
7412,1
7413,5
7414,5
7415,4
7416,3
7417,3
7418,5
7419,5
7420,4
7421,4
7422,0
7423,1
7424,1
7425,6
7426,4
7427,1
7428,2
7429,1
7430,3
7431,4
7432,5
7433,1
7434,3
7435,6
7436,4
7437,5
7438,6
7439,0
7440,4
7441,6
7442,5
7443,0
7444,5
7445,3
7446,1
7447,3
7448,6
7449,5
7450,3
7451,3
7452,2
7453,2
7454,1
7455,2
7456,2
7457,6
7458,2
7459,0
7460,1
7461,6
7462,6
7463,4
7464,0
7465,0
7466,5
7467,0
7468,1
7469,6
7470,6
7471,0
7472,6
7473,0
7474,1
7475,4
7476,2
7477,3
7478,6
7479,1
7480,5
7481,4
7482,6
7483,4
7484,5
7485,1
7486,1
7487,5
7488,4
7489,6
7490,4
7491,5
7492,6
7493,6
7494,2
7495,5
7496,0
7497,6
7498,0
7499,5
7500,4
7501,2
7502,5
7503,6
7504,4
7505,0
7506,4
7507,5
7508,4
7509,6
7510,6
7511,1
7512,4
7513,1
7514,6
7515,1
7516,0
7517,5
7518,1
7519,4
7520,3
7521,0
7522,6
7523,4
7524,4
7525,1
7526,2
7527,1
7528,5
7529,6
7530,1
7531,6
7532,5
7533,5
7534,3
7535,6
7536,6
7537,3
7538,2
7539,1
7540,1
7541,6
7542,2
7543,3
7544,5
7545,4
7546,5
7547,1
7548,1
7549,6
7550,3
7551,5
7552,5
7553,1
7554,6
7555,2
7556,0
7557,5
7558,5
7559,0
7560,2
7561,1
7562,3
7563,5
7564,5
7565,0
7566,6
7567,0
7568,5
7569,6
7570,6
7571,6
7572,4
7573,2
7574,2
7575,6
7576,0
7577,6
7578,2
7579,2
7580,5
7581,6
7582,3
7583,1
7584,6
7585,6
7586,1
7587,4
7588,0
7589,1
7590,3
7591,5
7592,4
7593,6
7594,2
7595,3
7596,5
7597,4
7598,5
7599,1
7600,4
7601,3
7602,4
7603,6
7604,6
7605,6
7606,1
7607,5
7608,5
7609,5
7610,1
7611,6
7612,6
7613,3
7614,4
7615,4
7616,4
7617,0
7618,1
7619,0
7620,0
7621,0
7622,0
7623,5
7624,5
7625,1
7626,2
7627,5
7628,5
7629,6
7630,1
7631,4
7632,5
7633,0
7634,2
7635,6
7636,6
7637,6
7638,6
7639,3
7640,0
7641,5
7642,5
7643,1
7644,6
7645,6
7646,4
7647,0
7648,3
7649,5
7650,1
7651,5
7652,4
7653,0
7654,5
7655,6
7656,5
7657,1
7658,5
7659,2
7660,0
7661,3
7662,0
7663,6
7664,3
7665,5
7666,2
7667,1
7668,6
7669,5
7670,5
7671,0
7672,5
7673,6
7674,0
7675,6
7676,6
7677,0
7678,0
7679,0
7680,2
7681,6
7682,3
7683,4
7684,0
7685,6
7686,6
7687,3
7688,5
7689,2
7690,6
7691,5
7692,6
7693,4
7694,3
7695,1
7696,2
7697,6
7698,0
7699,5
7700,0
7701,4
7702,4
7703,2
7704,2
7705,1
7706,6
7707,6
7708,2
7709,6
7710,1
7711,0
7712,3
7713,0
7714,2
7715,4
7716,4
7717,3
7718,6
7719,4
7720,1
7721,2
7722,1
7723,5
7724,5
7725,5
7726,1
7727,2
7728,1
7729,1
7730,5
7731,1
7732,4
7733,3
7734,5
7735,1
7736,0
7737,4
7738,4
7739,3
7740,1
7741,2
7742,2
7743,1
7744,5
7745,6
7746,6
7747,4
7748,4
7749,1
7750,6
7751,1
7752,2
7753,6
7754,5
7755,5
7756,4
7757,2
7758,1
7759,0
7760,6
7761,4
7762,3
7763,4
7764,6
7765,4
7766,6
7767,1
7768,3
7769,4
7770,4
7771,6
7772,0
7773,6
7774,1
7775,0
7776,4
7777,6
7778,6
7779,4
7780,5
7781,6
7782,6
7783,1
7784,5
7785,6
7786,1
7787,6
7788,2
7789,5
7790,5
7791,6
7792,4
7793,5
7794,0
7795,6
7796,1
7797,6
7798,1
7799,6
7800,3
7801,6
7802,6
7803,0
7804,6
7805,2
7806,1
7807,4
7808,3
7809,6
7810,2
7811,3
7812,4
7813,2
7814,6
7815,4
7816,3
7817,0
7818,5
7819,0
7820,4
7821,6
7822,2
7823,3
7824,5
7825,5
7826,0
7827,1
7828,5
7829,5
7830,0
7831,2
7832,5
7833,6
7834,0
7835,4
7836,4
7837,5
7838,0
7839,1
7840,2
7841,6
7842,3
7843,3
7844,2
7845,4
7846,3
7847,6
7848,5
7849,5
7850,5
7851,1
7852,2
7853,0
7854,3
7855,6
7856,0
7857,1
7858,1
7859,5
7860,2
7861,5
7862,4
7863,2
7864,2
7865,2
7866,0
7867,6
7868,4
7869,6
7870,6
7871,2
7872,6
7873,6
7874,4
7875,4
7876,5
7877,1
7878,3
7879,6
7880,2
7881,3
7882,2
7883,3
7884,6
7885,4
7886,5
7887,5
7888,0
7889,5
7890,2
7891,4
7892,2
7893,1
7894,4
7895,2
7896,1
7897,5
7898,5
7899,5
7900,5
7901,0
7902,5
7903,3
7904,0
7905,3
7906,6
7907,6
7908,5
7909,0
7910,6
7911,2
7912,2
7913,4
7914,6
7915,4
7916,4
7917,2
7918,1
7919,5
7920,6
7921,0
7922,4
7923,5
7924,3
7925,3
7926,1
7927,0
7928,5
7929,0
7930,5
7931,1
7932,6
7933,4
7934,0
7935,4
7936,0
7937,3
7938,0
7939,4
7940,3
7941,3
7942,4
7943,4
7944,1
7945,4
7946,6
7947,0
7948,1
7949,0
7950,3
7951,4
7952,3
7953,1
7954,5
7955,5
7956,2
7957,0
7958,3
7959,1
7960,3
7961,4
7962,2
7963,1
7964,0
7965,3
7966,4
7967,0
7968,1
7969,1
7970,6
7971,4
7972,5
7973,4
7974,5
7975,1
7976,2
7977,3
7978,6
7979,0
7980,6
7981,4
7982,5
7983,5
7984,6
7985,5
7986,4
7987,2
7988,3
7989,4
7990,0
7991,6
7992,6
7993,1
7994,6
7995,3
7996,1
7997,6
7998,2
7999,5
8000,0
8001,2
8002,1
8003,4
8004,3
8005,4
8006,4
8007,6
8008,4
8009,0
8010,4
8011,2
8012,5
8013,3
8014,1
8015,1
8016,3
8017,5
8018,3
8019,4
8020,1
8021,4
8022,6
8023,2
8024,5
8025,4
8026,4
8027,5
8028,3
8029,1
8030,0
8031,4
8032,4
8033,6
8034,4
8035,4
8036,0
8037,1
8038,0
8039,1
8040,4
8041,5
8042,1
8043,6
8044,1
8045,2
8046,3
8047,5
8048,2
8049,0
8050,2
8051,3
8052,2
8053,0
8054,4
8055,2
8056,6
8057,1
8058,6
8059,3
8060,6
8061,2
8062,3
8063,4
8064,5
8065,1
8066,2
8067,3
8068,0
8069,5
8070,4
8071,1
8072,1
8073,1
8074,5
8075,5
8076,2
8077,5
8078,5
8079,6
8080,6
8081,5
8082,2
8083,5
8084,6
8085,6
8086,5
8087,3
8088,3
8089,4
8090,2
8091,5
8092,2
8093,2
8094,5
8095,3
8096,5
8097,5
8098,2
8099,6
8100,3
8101,5
8102,6
8103,6
8104,1
8105,3
8106,5
8107,6
8108,6
8109,5
8110,3
8111,1
8112,4
8113,5
8114,5
8115,5
8116,5
8117,6
8118,0
8119,2
8120,2
8121,5
8122,4
8123,4
8124,4
8125,6
8126,4
8127,6
8128,6
8129,4
8130,5
8131,0
8132,2
8133,1
8134,5
8135,0
8136,4
8137,4
8138,1
8139,0
8140,6
8141,5
8142,3
8143,1
8144,5
8145,5
8146,4
8147,3
8148,5
8149,4
8150,2
8151,4
8152,4
8153,6
8154,1
8155,4
8156,5
8157,5
8158,4
8159,4
8160,0
8161,1
8162,4
8163,4
8164,4
8165,4
8166,6
8167,1
8168,3
8169,1
8170,2
8171,4
8172,6
8173,4
8174,6
8175,2
8176,5
8177,1
8178,5
8179,6
8180,6
8181,1
8182,4
8183,4
8184,5
8185,1
8186,5
8187,6
8188,1
8189,0
8190,3
8191,5
8192,1
8193,4
8194,6
8195,2
8196,1
8197,1
8198,6
8199,2
8200,5
8201,5
8202,2
8203,1
8204,2
8205,1
8206,6
8207,5
8208,4
8209,4
8210,6
8211,5
8212,0
8213,2
8214,2
8215,3
8216,3
8217,0
8218,5
8219,5
8220,0
8221,6
8222,4
8223,2
8224,5
8225,1
8226,1
8227,4
8228,4
8229,6
8230,6
8231,1
8232,0
8233,2
8234,4
8235,4
8236,6
8237,4
8238,3
8239,4
8240,1
8241,6
8242,4
8243,0
8244,6
8245,1
8246,6
8247,6
8248,1
8249,1
8250,6
8251,3
8252,3
8253,3
8254,0
8255,6
8256,5
8257,2
8258,1
8259,3
8260,3
8261,3
8262,3
8263,3
8264,5
8265,6
8266,5
8267,2
8268,5
8269,6
8270,6
8271,4
8272,6
8273,6
8274,3
8275,0
8276,0
8277,6
8278,5
8279,2
8280,4
8281,1
8282,1
8283,3
8284,2
8285,5
8286,2
8287,2
8288,5
8289,5
8290,1
8291,1
8292,0
8293,6
8294,5
8295,6
8296,5
8297,3
8298,4
8299,6
8300,1
8301,6
8302,0
8303,3
8304,2
8305,4
8306,1
8307,3
8308,4
8309,6
8310,4
8311,0
8312,6
8313,0
8314,6
8315,4
8316,5
8317,4
8318,6
8319,4
8320,1
8321,3
8322,5
8323,1
8324,3
8325,6
8326,5
8327,6
8328,3
8329,0
8330,0
8331,1
8332,6
8333,3
8334,5
8335,6
8336,2
8337,1
8338,6
8339,4
8340,0
8341,2
8342,3
8343,4
8344,6
8345,1
8346,4
8347,1
8348,5
8349,4
8350,0
8351,5
8352,3
8353,3
8354,4
8355,6
8356,2
8357,4
8358,1
8359,1
8360,3
8361,5
8362,6
8363,3
8364,3
8365,5
8366,5
8367,4
8368,6
8369,5
8370,4
8371,0
8372,3
8373,2
8374,4
8375,4
8376,0
8377,4
8378,0
8379,0
8380,6
8381,1
8382,0
8383,6
8384,5
8385,1
8386,6
8387,5
8388,6
8389,6
8390,1
8391,6
8392,3
8393,0
8394,6
8395,5
8396,3
8397,3
8398,1
8399,6
8400,1
8401,0
8402,2
8403,1
8404,6
8405,6
8406,0
8407,1
8408,2
8409,6
8410,3
8411,1
8412,4
8413,6
8414,6
8415,0
8416,6
8417,6
8418,1
8419,4
8420,4
8421,1
8422,3
8423,4
8424,6
8425,6
8426,5
8427,3
8428,1
8429,3
8430,3
8431,6
8432,3
8433,0
8434,5
8435,2
8436,4
8437,6
8438,0
8439,4
8440,6
8441,4
8442,6
8443,0
8444,6
8445,2
8446,1
8447,6
8448,3
8449,6
8450,3
8451,1
8452,4
8453,5
8454,1
8455,6
8456,3
8457,6
8458,0
8459,2
8460,0
8461,4
8462,6
8463,0
8464,1
8465,2
8466,2
8467,2
8468,1
8469,5
8470,0
8471,5
8472,5
8473,1
8474,4
8475,4
8476,6
8477,2
8478,3
8479,0
8480,4
8481,2
8482,4
8483,1
8484,5
8485,1
8486,4
8487,6
8488,6
8489,0
8490,4
8491,5
8492,5
8493,1
8494,1
8495,2
8496,3
8497,2
8498,6
8499,4
8500,2
8501,0
8502,4
8503,0
8504,1
8505,6
8506,4
8507,1
8508,1
8509,3
8510,2
8511,0
8512,3
8513,0
8514,1
8515,4
8516,1
8517,5
8518,6
8519,3
8520,0
8521,5
8522,3
8523,5
8524,4
8525,6
8526,4
8527,2
8528,5
8529,1
8530,1
8531,3
8532,4
8533,0
8534,6
8535,3
8536,1
8537,5
8538,5
8539,0
8540,6
8541,1
8542,4
8543,1
8544,5
8545,2
8546,1
8547,4
8548,4
8549,1
8550,1
8551,6
8552,6
8553,6
8554,6
8555,2
8556,1
8557,6
8558,2
8559,5
8560,4
8561,4
8562,2
8563,2
8564,1
8565,4
8566,5
8567,4
8568,2
8569,6
8570,2
8571,4
8572,3
8573,6
8574,2
8575,3
8576,1
8577,0
8578,4
8579,0
8580,6
8581,6
8582,5
8583,3
8584,4
8585,6
8586,4
8587,2
8588,2
8589,0
8590,5
8591,3
